english,portugues
gnat,mosquito
slackers,preguiçosos
jaywalking,travessia imprudente
yardley,Yardley
construed,interpretado
slither,deslizar
usain,usain
chatham,Chatham
intercepts,intercepta
warlike,guerreiro
contour,contorno
rescinded,rescindido
goh,nossa
bang-bang,bang-bang
free-for-all,grátis para todos
kizzy,kizzy
capacitor,capacitor
yourwife,sua esposa
gooks,gente
jousting,justa
bedchamber,quarto
capua,Cápua
luxor,Luxor
maybelle,talvez
treetops,Copa das árvores
flagstaff,mastro
zits,espinhas
frittata,fritada
god,Deus
firmer,mais firme
runkle,runkle
shortsighted,míope
mhmm,hummm
gobber,gobber
seesaw,gangorra
stamford,Stamford
activism,ativismo
quinoa,Quinoa
equate,igualar
grizzlies,ursos pardos
xenia,Xênia
l-low,l-baixo
romek,romek
crispin,crocante
yoú,você
sirena,sereia
tactless,sem tato
locksley,Locksley
soybean,soja
timmons,Timões
enamored,apaixonado
johnno,João
surrogates,substitutos
rolfe,Rolfe
enys,Enys
laters,mais tarde
ioved,adorei
gottlieb,gottlieb
aspirins,aspirinas
lafitte,lafitte
boney,ossudo
colonize,colonizar
ondina,ondina
turgut,turco
dearth,escassez
abrasion,abrasão
bournemouth,Bournemouth
despondent,desanimado
floki,floki
dipstick,vareta
cartagena,Cartagena
watchmen,relojoeiros
snart,snart
bolly,Bolly
incidence,incidência
gumption,coragem
ranveer,desbravador
coddle,Amimar
positivity,positividade
sabe,sabe
augh,ah
forty-nine,quarenta e nove
sakurai,sakurai
pinata,piñata
dobie,dobie
pedaling,pedalar
natural-born,nato
laetitia,laetícia
leto,Leto
dm,DM
mandar,mandar
impatiently,impacientemente
jewelers,joalheiros
ronson,Ronson
muzak,música
handmaiden,serva
ramparts,muralhas
tumbler,copo
nubian,núbia
avalor,avalor
emoji,emoticons
marionette,marionete
bugler,corneteiro
undersigned,abaixo-assinado
whaa,o que
mourns,lamenta
fostered,promovido
depresses,deprime
witless,estúpido
tbe,sim
redirected,redirecionado
unchallenged,incontestado
hee-haw,ei-ha
sagan,sagan
dass,cara
my--my,meu meu
marit,marita
divisional,divisionário
gaggle,bando
tianjin,Tianjin
southland,terra do sul
whir,zumbir
penrose,penrose
winterfell,inverno
guardhouse,guarita
melanoma,melanoma
tiner,tiner
memsahib,memsahib
no-man,nenhum homem
slappy,tapa
queues,filas
grannies,vovós
swooping,mergulhando
bloodiest,mais sangrento
jani,Jani
esha,esha
xuan,xuan
dilithium,dilítio
waldron,Waldrão
muruga,muruga
did,fez
lookouts,mirantes
subsection,subseção
conklin,conklin
irvine,irvine
walkies,passeios
academically,academicamente
piney,pinheiro
fashionably,na moda
concetta,conceta
evian,evian
bagpipe,gaita de foles
kasuga,Kasuga
pre-war,pré-guerra
rosey,Rosey
muchachos,muchachos
brrr,brr
sweetener,adoçante
indiscriminately,indiscriminadamente
crier,pregoeiro
griping,reclamando
preppy,formal
vassar,vassar
graphite,grafite
mame,mãe
citroen,citroen
desiring,desejando
hrs,horas
halfwit,idiota
yule,Yule
vernacular,vernáculo
symptomatic,sintomático
eamon,Eamon
tenders,propostas
skiff,esquife
organically,organicamente
danno,Dano
bandwidth,largura de banda
m.p.,mp.
owari,owari
anatomically,anatomicamente
butt-head,cabeça-dura
sidekicks,companheiros
pheromone,feromônio
intelligently,inteligentemente
earls,condes
trimble,aparar
punctuation,pontuação
asserting,afirmando
yodel,iodelo
darlington,querido
disarmament,desarmamento
ntsb,NTSB
stagg,veado
neff,neff
on-call,de plantão
hitchhikers,caronas
kohei,kohei
wie,como
bald-headed,careca
cline,cline
ml5,ml5
gilou,Gilou
pius,Pio
scrip,roteiro
telepathically,telepaticamente
blushed,corou
wunderbar,barra mágica
vitally,vitalmente
wh-wh-what,o que-o que
danica,danica
legionnaire,legionário
blue-collar,colarinho azul
linz,Linz
be,ser
indira,indira
hara-kiri,hara-kiri
whitewood,Madeira branca
segue,segue
shizu,Shizu
danbury,Danbury
emu,ema
glinda,glinda
stratos,estratos
teodoro,Teodoro
miu,miu
loire,loire
staffed,com pessoal
mechanized,mecanizado
percussive,percussivo
moored,atracado
vise,torno
0kay,Tudo bem
knighted,nomeado cavaleiro
guano,guano
sturgis,Sturgis
tassels,borlas
houseboy,empregado doméstico
santas,Papai Noel
excursions,excursões
υοu,você
overactive,hiperativo
franchises,franquias
vats,cubas
circuses,circos
slimmer,mais magro
pernicious,pernicioso
vittoria,Vitória
kikuchi,kikuchi
disreputable,de má reputação
dispatching,despachando
elektra,Elektra
halal,halal
saks,sacos
seetha,veja
doran,doran
kaja,Kaja
self-sacrifice,auto-sacrifício
shortcake,bolo
ballerinas,bailarinas
misogynist,misógino
maninder,mando
naruse,narusa
satou,satou
heartstrings,cordas do coração
lito,lito
hosed,mangueira
flaked,em flocos
growed,crescido
rogan,rogan
yaar,sim
artefact,artefato
shortening,Encurtando
overexcited,muito excitado
mohit,mohit
marinate,marinar
tyke,garoto
chakras,chacras
endicott,endicote
neutrino,neutrino
zaza,zaza
repressive,repressivo
rémi,Rémi
summerlee,Summerlee
zoë,Zoé
virulent,virulento
nightshade,beladona
shinde,Shinde
ﬂoor,chão
maryam,maryam
guapo,guapo
lifer,perpétuo
serra,serra
peeler,descascador
thackeray,Thackeray
retailer,varejista
memorise,memorizar
werther,onde
crumpet,bolinho
amphibian,anfíbio
drei,drei
gabbing,tagarelando
examiners,examinadores
cassock,batina
disabling,desabilitando
conceded,concedido
mcfadden,McFadden
days-,dias-
platoons,pelotões
reliance,confiança
thrombosis,trombose
acs,acs
tani,Tani
heffernan,Heffernan
moussa,mussa
gerrit,Gerrit
acumen,perspicácia
ooh-hoo,ooh-hoo
mariposa,mariposa
creditor,credor
wastrel,perdulário
elon,Elon
whistle-blower,Denunciante
marcelle,Marcela
wol,bem
flecks,manchas
amniotic,amniótico
nepotism,nepotismo
capacities,capacidades
nags,chatices
gridlock,impasse
livvy,Livvy
mobilizing,mobilizando
sandhu,sandhu
pathos,pathos
medalist,medalhista
demerol,demerol
pandi,pandi
regularity,regularidade
logos,logotipos
ll--i,eu--eu
heigh-ho,ei-ho
yussef,Yussef
arisa,arisa
whiskeys,uísques
goli,goli
pokes,cutucadas
phillies,Filadélfia
ahjusshi,Ahjusshi
airbags,airbags
tico,tico
masts,mastros
gratin,gratinado
snafu,confusão
infield,campo interno
laminated,laminado
yoshie,yoshie
.that,.que
babuji,babuji
unremarkable,normal
pembroke,pembroke
gam,jogo
clamor,clamor
munoz,Munoz
jinnah,Jinnah
ches,xadrez
every,todo
olav,olavo
circumvent,contornar
sell-out,liquidado
miwa,miwa
serizawa,serizawa
chazz,Chazz
filings,arquivamentos
bianco,branco
indistinguishable,indistinguível
stipulate,estipular
waistline,cintura
kubo,Kubo
beulah,beulá
joules,joules
bloggers,blogueiros
hidin,escondeu em
yuku,mandioca
unproven,não comprovado
uesugi,uesugi
bawl,gritar
nevermore,nunca mais
replication,replicação
clubbed,espancado
propensity,propensão
luann,luan
substandard,abaixo do padrão
filtration,filtração
can-can,"pode, pode"
sado,sado
bubby,querido
nieves,neves
before,antes
broadly,amplamente
evert,sempre
molto,muito
capsized,virou
befell,aconteceu
juicing,suco
berserker,furioso
sedgwick,Sedgwick
belted,com cinto
hejust,ele apenas
piqued,irritado
millan,milão
thermonuclear,termonuclear
who`s,quem é
outgrow,superar
eerily,assustadoramente
ritsuko,ritsuko
torrid,tórrido
stopover,escala
tusseries,tusseries
lgbt,lgbt
fantozzi,Fantozzi
deems,considera
aperture,abertura
anchorman,apresentador
diazepam,diazepam
melodious,melodioso
shackle,algema
davos,davos
chauncey,Chancey
arcades,arcadas
yoma,Yoma
sickens,adoece
ch08080c,ch08080c
multimillion-dollar,multimilionário
ead,ead
has,tem
pulverized,pulverizado
cammie,Camila
hippocampus,hipocampo
decryption,descriptografia
supplementary,suplementar
meghna,meghna
restock,reabastecer
great-great-grandfather,tataravô
topo,topo
virgilia,Virgília
x2,x2
archeologists,arqueólogos
stewey,guisado
animators,animadores
bloodlines,Linhagens De Sangue
debriefed,interrogado
kaew,kaew
briana,Briana
gouda,gouda
hyoid,hióide
double-edged,de dois gumes
hindustan,Hindustão
junky,viciado
moneymaker,fabricante de dinheiro
familiarize,familiarizar
caliente,quente
banerjee,banerjee
nutrient,nutriente
faro,farol
ichelangelo,ichelangelo
panache,brio
amicably,amigavelmente
boson,bóson
swenson,Swenson
furlong,estádio
kazon,kazon
joyner,Joyner
pigalle,pigalle
komal,komal
jacqui,Jacqui
e.t.a.,e.t.a.
thls,isso
ministries,ministérios
bruner,Bruner
villanueva,villanueva
deadbeats,caloteiros
tierra,terra
jaggu,jaggu
pariqual,pariqual
legless,sem pernas
denomination,denominação
dishing,servindo
fireproof,a prova de fogo
hypotheses,hipóteses
goy,goy
decimate,dizimar
virg,virgem
nazca,nazca
broner,bronzeador
gisela,gisela
heloise,Heloísa
valli,valli
miscarried,abortou
backfiring,tiro pela culatra
coiled,enrolado
wilful,intencional
pimped,cafetão
frilly,babado
vagabonds,vagabundos
flossing,fio dental
staph,estafilococo
straying,extraviado
soul-searching,busca profunda
pitbull,pitbull
boi,cara
celestia,Celestia
putney,putney
duplex,duplex
cock-a-doodle-doo,galo-a-doodle-doo
grated,Grato
nessie,Nessie
lansky,Lansky
benoît,benoît
hic,oi
serafina,Serafina
discharges,descargas
foundling,enjeitado
ever-,sempre-
kinsmen,parentes
jordache,Jordanache
sidearm,arma
upstage,acima do palco
operetta,opereta
extrapolate,extrapolar
iad,iad
hot-blooded,sangue quente
blonds,loiras
plumage,plumagem
classifieds,classificados
zambia,Zâmbia
co-conspirator,co-conspirador
berto,Roberto
avian,aviário
sneha,Sneha
esa,essa
obstetrics,obstetrícia
nationalities,nacionalidades
ruslan,ruslan
fantômas,fantomas
pardner,parceiro
priyanka,Priyanka
magee,mago
sniggering,rindo
spaceiy,espacial
dispensed,dispensada
wholesaler,grossista
dislodged,desalojado
mukesh,mukesh
accord,acordo
curlers,rolos
rawr,cru
crackerjack,biscoito
coastguard,guarda Costeira
full-body,corpo todo
aiken,aiken
whacko,maluco
pixies,duendes
aitu,aitu
kurdy,curdo
wiretaps,escutas telefônicas
saraswati,saraswati
myrrh,mirra
kr,kr
alder,amieiro
fast-track,faixa rápida
slashes,barras
advancements,avanços
codfish,bacalhau
vaclav,vaclav
humdrum,monótono
47th,47º
grown-ass,burro adulto
telenovela,novela
dolph,golfinho
overcomes,supera
self-indulgent,auto-indulgente
rosé,rosa
take,pegar
zippo,zippo
kagawa,Kagawa
chub,caboz
finns,finlandeses
remit,remeter
ill-advised,imprudente
transpose,transpor
coriander,coentro
barbers,barbeiros
ornate,ornamentado
would,seria
flippant,irreverente
conley,Conley
cipriano,Cipriano
bootlegger,contrabandista
ichigo,Ichigo
transcendental,transcendental
consumerism,consumismo
mochizuki,mochizuki
rants,reclamações
humerus,úmero
saeed,Saeed
hotchkiss,beijo quente
sura,sura
ayngaran,aygaran
mentalist,mentalista
bic,bic
our-,nosso-
grandstand,arquibancada
byung,byung
boggle,confundir
waterway,hidrovia
love,amor
videotaping,filmando
introductory,introdutório
scabby,sarnento
laida,colocada
witt,sagaz
tidbit,petisco
propellant,propulsor
baloo,balão
hairdryer,secador de cabelo
name-calling,xingamentos
chuffed,feliz
lundgren,Lundgren
strongman,homem forte
uch,tal
ambo,ambão
telemachus,Telêmaco
peppone,Pepone
ascertained,verificado
kkk,kkk
aaaargh,aaargh
reva,reva
materialism,materialismo
kazuko,Kazuko
someones,de alguém
convoluted,complicado
catchers,coletores
tetsuya,Tetsuya
defection,deserção
dacoit,ladrão
bihar,bihar
upholding,defender
strobe,estroboscópio
brr,brr
nighthorse,cavalo noturno
soybeans,soja
arias,árias
cuddled,abraçado
immigrated,imigrou
choshu,Choshu
autobiographical,autobiográfico
highball,bola alta
lightyear,ano luz
urologist,urologista
kapil,kapil
kidman,garoto
misjudge,julgar mal
fscx150,fscx150
silica,sílica
tableau,quadro
politic,político
eurovision,eurovisão
haram,haram
orchestrate,orquestrar
kitto,gatinho
tucks,dobras
tans,bronzeado
tell,dizer
scullery,copa
r2-d2,r2-d2
vermillion,vermelhão
baggie,saquinho
umi,umi
dramatics,dramaturgia
lacerated,lacerado
seeded,semeado
import-export,importação-exportação
ajumma,ajumma
screw-ups,estragar
shitbag,saco de merda
-he,-ele
jura,jura
daffodil,narciso
bordello,bordel
grower,produtor
chumley,camarada
keiichi,keiichi
recesses,recessos
dram,trago
tangy,picante
carletto,Carletto
woodsen,madeira
withstood,resistiu
concluding,concluindo
munchkins,Munchkins
atms,caixa eletrônico
twink,jovem
kaj,kaj
yorktown,cidade de York
a-a-a,a-a-a
chablis,Chablis
vanna,vanna
grade-a,nota A
stabilise,estabilizar
falsifying,falsificar
dozer,escavadeira
claybourne,Claybourne
goody-goody,tacanho
blazed,resplandeceu
guvnor,governador
pali,páli
wooldoor,porta de lã
attendings,atendimentos
necrosis,necrose
sorrel,alazão
hubbell,campainha
kerb,meio-fio
horacio,Horácio
wheeze,chiado
stepford,Stepford
gowan,gowan
quenched,apagado
transvestites,travestis
freund,amigo
poofter,poofter
chiefly,principalmente
yevgeny,Yevgeny
fortune-telling,adivinhação
nader,nader
scuttlebutt,boato
southerner,sulista
sti,ainda
zia,Zia
peeped,espiou
graphs,gráficos
torino,Turim
rotter,podre
downers,deprimentes
baste,alinhavar
sitrep,sitrep
croutons,croutons
maturing,amadurecendo
loy,leal
csis,csis
slavs,eslavos
taketh,leva
triangulation,triangulação
ornamental,ornamental
induces,induz
samoa,Samoa
g-,g-
numata,numata
squealer,delator
airfields,aeródromos
suppertime,hora do jantar
quizzes,questionários
tugs,rebocadores
geddes,geddes
fado,fado
lynley,Lynley
unabomber,Unabomber
itís,isso é
trine,trígono
all-knowing,onisciente
pretenders,pretendentes
bauble,bugiganga
flapjacks,panquecas
mung,mung
douglass,Douglas
legionnaires,legionários
self-proclaimed,autoproclamado
bradfield,bradfield
detested,detestado
genres,gêneros
craddock,cradock
unusable,inutilizável
coldplay,jogo frio
beals,feijões
astride,montado
undercarriage,material rodante
aahhh,ahhhh
resnick,resnick
shikoku,shikoku
eclipses,eclipses
jaye,Jay
hawthorn,espinheiro
spitzer,Spitzer
medford,Medford
backboard,tabela
maite,maite
favoring,favorecendo
valois,Valois
only-,apenas-
do-it-yourself,Faça Você Mesmo
hotbed,viveiro
akiba,akiba
overstepping,ultrapassando
ioan,João
d-did,f-fez
heavy-handed,mão pesada
rubbery,emborrachado
staci,staci
linguistics,linguística
jaguars,onças
leggy,pernalta
wantonly,desenfreadamente
spectrometer,espectrômetro
faucets,torneiras
lodz,Lodz
abate,diminuir
kirill,Cirilo
gossamer,teia
stances,posturas
oldman,Velhote
poi,então
peti,petite
uso,uso
voy,vou
cohesion,coesão
hocus,hocus
meenie,meenie
hyundai,Hyundai
na-na-na,na na na
marja,marja
canines,caninos
grimoire,grimório
disputing,disputando
extracts,extratos
subservient,subserviente
bellybutton,umbigo
mustapha,Mustafá
formica,fórmica
tuffnut,tufo
debonair,elegante
cooney,cooney
manami,manami
tú,você
kingship,realeza
legible,legível
papacy,papado
-l,-eu
reviewer,revisor
vagrants,vagabundos
grafton,enxerto
subscriptions,assinaturas
haruhi,haruhi
clarifying,esclarecendo
yori,Yori
haverford,Haveford
shrugged,encolheu os ombros
cielo,Cielo
ciudad,cidade
flip-flop,chinelo de dedo
camry,Camry
nilka,Nilka
jabbing,cutucando
youto,você para
thing.,coisa.
jockstrap,suporte atlético
banded,Unido
cornet,corneta
electrode,eletrodo
beatdown,surra
ostriches,avestruzes
econ,economia
aileen,Aileen
bratwurst,salsicha
satirical,satírico
sorry.i,desculpe.eu
owada,owada
castaway,náufrago
dragonflies,libélulas
mensch,masculino
veracruz,veracruz
solider,soldado
saku,saku
dislodge,desalojar
muah,muah
quirke,peculiaridade
kibble,ração
unbearably,insuportavelmente
ricks,Ricks
first,primeiro
joiner,marceneiro
instalment,prestação
mulwray,Mulwray
midwives,parteiras
branca,branca
creegan,Creegan
mutilations,mutilações
puckett,puckett
reincarnate,reencarnar
rioters,desordeiros
awarding,premiação
posey,posey
corroborated,corroborado
antibody,anticorpo
jago,caralho
hellcats,gatos infernais
vasya,Vasya
basilio,basílio
nineteenth,décimo nono
growin,crescer em
spake,falou
spanx,spanx
chives,cebolinha
prairies,pradarias
tangent,tangente
mid-30s,30 e poucos anos
indeedy,de fato
preventive,preventivo
commuted,comutado
approachable,acessível
waa,uau
tsuna,Tsuna
durrell,Durrell
catalonia,catalunha
cluttered,desordenado
dachshund,bassê
krug,Krug
burned-out,queimado
alfonse,Afonso
sexless,assexuado
gascoigne,gascoigne
overlooks,ignora
locos,locomotivas
dollies,bonecos
pervasive,difundido
dien,morreu
pirelli,pirelli
tushy,bumbum
zidane,Zidane
numerals,números
rambler,caminhante
minnow,peixinho
marginally,marginalmente
premed,pré-médico
skylark,cotovia
widest,mais ampla
inflame,inflamar
comic-book,história em quadrinhos
briareos,briareos
alcide,Alcide
oversaw,supervisionou
freakishly,assustadoramente
uninhibited,desinibido
stowaways,clandestinos
elke,alce
bestial,bestial
embroider,bordar
gratuity,gratuidade
whitest,mais branco
financiers,financiadores
restricting,restringindo
pitfalls,armadilhas
patterned,estampado
talkto,falar com
longfellow,longfellow
descendent,descendente
grayer,mais cinza
sop,sop
markie,Markie
outfitted,equipado
discriminated,discriminado
hisako,Hisako
barbiturates,barbitúricos
hsia,hsia
excepting,exceto
osmond,Osmond
swaps,trocas
blasphemer,blasfemador
wrong-,errado-
peeper,espiador
schweitzer,Schweitzer
impeding,impedindo
meister,mestre
sumida,Sumida
insulate,isolar
bonito,bonito
salerno,Salerno
regs,registros
meld,fundir
hmo,olá
poco,pouco
worshiping,adorando
buoyancy,flutuabilidade
shit-hole,merda
whizz,gênio
unflattering,nada lisonjeiro
mchugh,mchugh
poolside,à beira da piscina
bhutan,Butão
bunion,joanete
prattling,tagarelar
lamarr,lamar
rok,rok
woodshed,depósito de lenha
radhe,Radhe
parm,parmesão
bitters,Amargas
cricketer,jogador de críquete
forty-six,quarenta e seis
ridding,livrar
sanitizer,desinfetante
damul,damul
recognising,reconhecendo
takano,Takano
toasters,torradeiras
railroaded,ferroviário
tangerines,tangerinas
aegis,égide
adidas,adidas
patrolled,patrulhado
chutzpah,ousadia
oeuvre,obra
paced,andando
nopd,não
hurriedly,apressadamente
lek,leite
pinewood,Pinhal
wantyou,quero você
deepen,aprofundar
ferment,fermentar
galavan,Galavan
pavements,calçadas
vagrancy,vadiagem
hearin,ouvindo
haller,corredor
flatbush,arbusto chato
penknife,canivete
certainties,certezas
throwed,jogado
dunbrook,Dunbrook
ransack,saquear
hobble,mancar
egress,saída
busch,ônibus
stanfield,Stanfield
pyle,pilha
tom-tom,tom-tom
strolls,passeios
failsafe,à prova de falhas
anglia,anglia
tuval,Tuval
mitsuo,Mitsuo
one-track,trilha única
drexel,drxel
reclaiming,recuperando
it.i,isso.eu
offstage,fora do palco
vivek,vivek
ibsen,ibsen
swanee,Swanee
spewed,vomitado
rs.10,rs.10
democracies,democracias
capp,boné
piña,piña
terje,terje
gurren,Gurren
gumiho,gumiho
underhill,sob a colina
whatsapp,Whatsapp
slanted,inclinado
rosales,rosales
schopenhauer,Schopenhauer
outlying,periférico
wellman,homem de bem
crackheads,viciados em crack
entombed,sepultado
egad,meu Deus
northerners,nortistas
wishbone,fúrcula
gayest,mais gay
jacobsen,Jacobsen
duckworth,pato
trimmer,aparador
preminger,pré-minger
trepidation,trepidação
rendez-vous,encontro
sympathizer,simpatizante
cots,berços
tetra,tetra
drudgery,trabalho penoso
shira,Shira
saira,saira
womenfolk,mulheres
itis,isso é
refineries,refinarias
wallflower,flor de parede
hawker,vendedor ambulante
reverted,revertido
donato,donato
inputs,entradas
70-year-old,70 anos
caca,cacau
stealin,roubando
chidori,Chidori
hiroyuki,hiroyuki
rotc,podre
crafting,construindo
dasha,dasha
talkies,filmes falados
antidepressant,antidepressivo
mañana,manhã
berkshire,Berkshire
haman,Hamã
quinceañera,quinceanera
kens,sabe
labeling,marcação
remade,refeito
scruff,nuca
killemoff,killemoff
motorists,motoristas
estimating,estimando
sociopaths,sociopatas
deductive,dedutivo
fou,quatro
nodame,nome de nó
pavarotti,Pavarotti
statuette,estatueta
dryden,seco
decibels,decibéis
dagwood,dagwood
quatermass,quatermas
shh-shh,sh-shh
raton,rato
notte,nota
dismember,desmembrar
nicodemus,Nicodemos
arouses,desperta
honeybee,abelha
assunta,assunta
four-leaf,quatro folhas
eugen,Eugênio
y2k,ano 2 mil
loreen,Loren
cinders,cinzas
ahora,agora
50p,50p
santorini,santorini
huan,Huan
spongy,esponjoso
deckard,baralho
whoa-oa,uau
inserts,inserções
stoppin,parando
timson,Timson
slated,programado
changeable,mutável
saleswoman,vendedora
pales,empalidece
fertiliser,fertilizante
fela,fela
kuei,Kuei
dashwood,painel
wid,largura
contradicted,contradito
gianna,gianna
aishwarya,Aishwarya
grift,grifo
nutters,malucos
mastectomy,mastectomia
sharia,sharia
velasco,velasco
emf,fem
voir,ver
britten,britânico
petticoats,anáguas
archetype,arquétipo
mitsu,Mitsu
copious,abundante
brodsky,brodsky
ricocheting,ricocheteando
somersaults,cambalhotas
sania,sânia
jessa,Jessa
anatolia,Anatólia
baptise,batizar
bock,bock
slav,eslavo
hamlin,hamlin
oscillating,oscilante
blacken,enegrecer
highschool,ensino médio
doritos,Doritos
diversions,desvios
gung-ho,entusiasmado
writin,escrever
frοm,de
no.no,não não
lindley,Lindley
philomena,Filomena
salas,salas
bellyache,dor de barriga
30-second,30 segundos
punked,punido
defeatist,derrotista
shuck,casca
shinsuke,Shinsuke
isso,isso
primitives,primitivos
angled,angular
navcom,navcom
postmarked,carimbado
sorry,desculpe
uchi,uchi
urethra,uretra
turrets,torres
lyekka,Lyekka
chuan,Chuan
back,voltar
destabilize,desestabilizar
reclamation,recuperação
molesters,molestadores
frack,fratura
ico,ico
kawai,kawai
rus,russo
borges,Borges
bluebirds,pássaros azuis
schulz,schulz
lindstrom,Lindstrom
morgen,manhã
wellingtons,Wellingtons
moley,moleque
prodding,cutucando
l-l-i,eu-eu-eu
fertilizers,fertilizantes
salomon,Salomão
dhoti,dhoti
cypher,cifra
droughts,secas
abysmal,abismal
dauntless,destemido
fra,fra
appu,aplicativo
otsu,otsu
batted,rebatido
spotters,observadores
face-off,se enfrentam
heighten,aumentar
bookstores,livrarias
hutchins,filhotes
eminently,eminentemente
triumphantly,triunfantemente
thunderzord,trovão
self-explanatory,autoexplicativo
ringmaster,mestre de cerimônias
sainted,santificado
purebred,raça pura
hopi,hopi
kettering,kettering
pillsbury,Pillsbury
cicada,cigarra
impostors,impostores
brokenhearted,coração partido
enquirer,investigador
erred,errou
petechial,petequial
aggrieved,ofendido
maa,maa
malika,Malika
tarsus,tarso
slugging,golpeando
solaris,solaris
whereupon,portanto
suen,suen
flintstones,pedras de pederneira
sonali,sonali
snicker,risadinha
dandi,dandi
t.p.,t.p.
gynaecologist,ginecologista
edvard,Eduardo
outshine,ofuscar
chaim,chaim
keefer,goleiro
long-winded,prolixo
tanking,tancagem
two,dois
eclipsed,eclipsado
oscar-winning,vencedor do Oscar
soco,soco
caustic,cáustico
yoriko,Yoriko
marceline,Marcelina
step-mother,madrasta
totality,totalidade
reuniting,reunindo
taverns,tabernas
fearfully,com medo
surest,mais seguro
confiding,confiando
navigators,navegadores
torrential,torrencial
landmines,minas terrestres
jenga,jenga
marketed,comercializado
kriss,Kriss
sudha,sudha
tallulah,Tallulah
ifthere,se lá
thrt,thrt
phased,faseado
vexing,irritante
d.u.i.,du.i.
passkey,chave de acesso
silos,silos
thunderclaps,trovões
dissimilar,diferente
severus,Severo
loggers,madeireiros
yaks,iaques
e.j.,e.j.
exoskeleton,exoesqueleto
piped,canalizado
self-doubt,dúvida
limoges,limoges
uriel,Uriel
chosun,Chosun
jacek,Jacek
epithelials,epiteliais
shallots,chalotas
sefton,Sefton
ponte,ponte
u.f.o.,u.f.o.
cnst,cnst
revulsion,repulsa
bloat,inchar
drina,Drina
droop,inclinação
kawashima,Kashima
thins,afina
retaliated,retaliou
bestiality,bestialidade
pointe,ponta
earthbound,preso à terra
shanked,canela
jewellers,joalheiros
jung-woo,Jung-woo
guzzle,beber
yor,seu
oska,oska
panini,panini
mahmud,Mahmud
prattle,tagarelar
commuting,deslocamento
see,ver
whist,uíste
barbosa,barbosa
clumps,aglomerados
sayer,ditor
accentuate,acentuar
cindi,cindi
geothermal,geotérmico
chasin,perseguir
asahina,Asahina
straights,retas
outrageously,escandalosamente
counterproductive,contraproducente
ayahuasca,ayahuasca
espada,espada
shylock,tímido
packin,empacotando
kystle,castelo
baklava,baklava
pursuers,perseguidores
bullocks,bois
garuda,garuda
bigoted,preconceituoso
disinfected,desinfetado
podiatrist,podólogo
fullback,volta completa
duper,idiota
lugosi,lugosi
vaziri,vaziri
17th-century,século 17
colonna,coluna
squall,tempestade
level-headed,sensato
chechens,chechenos
carola,carola
wazoo,wazoo
essie,Essie
giuliana,Juliana
mandel,Mandel
strom,forte
yasur,Yasur
falsone,falso
munchausen,Munchausen
vulva,vulva
bader,pior
tiananmen,Tiananmen
boche,boche
dreidel,pião
darkening,Sombria
kickball,bola de chute
depositing,depositando
lelouch,lelouch
a6,a6
flatbed,mesa
underthe,debaixo de
relapsed,recaída
boy.,garoto.
meep,miar
recharging,recarregando
adaptations,adaptações
ever-changing,em constante mudança
heer,escute
sorrento,Sorrento
tsurugi,tsurugi
veered,desviou
jin-woo,Jin-woo
birgit,Birgit
brightens,ilumina
detectable,detectável
dimmed,esmaecido
beni,beni
aggro,agressivo
deceives,engana
spurn,rejeitar
valets,manobristas
rock-a-bye,durma bebe
eth,eth
saad,triste
personals,pessoais
ached,doeu
1900s,1900
mannered,educado
laureate,laureado
ravn,ravo
perjure,perjúrio
pews,bancos
eul,eul
devotional,devocional
insinuation,insinuação
donne,feito
48th,48º
ream,resma
swoosh,swoosh
smasher,destruidor
bolshoi,Bolshoi
naacp,NAACP
nok,"não, ok"
low-budget,baixo orçamento
-hey,-ei
brunson,Bruno
scanlan,scanlan
eyeful,atento
mimsy,mimoso
criterion,critério
bagwell,saco bem
anna-kat,Anna Kat
scuffling,brigando
people,pessoas
murchison,Murchison
undeveloped,pouco desenvolvido
hegel,hegel
katagiri,Katagiri
oswin,oswin
augello,augello
pharisees,fariseus
wuthering,uivando
comlink,comunicação
babbitt,Babbitt
strives,se esforça
freebo,grátis
mashiro,mashiro
stroganoff,estrogonofe
jiya,jiya
deal-,negócio-
permafrost,permafrost
kodiak,kodiak
schmooze,conversar
charmingly,encantadoramente
wicks,mechas
webby,teimoso
bared,descoberto
haphazard,aleatório
ulrike,Ulrike
epsom,Epsom
saith,diz
chapstick,brilho labial
lawndale,gramado
headshots,tiros na cabeça
olle,ole
qua,qua
adulation,adulação
crime-scene,cena do crime
deficiencies,deficiências
xandir,Xandir
slandering,caluniar
sudo,sudo
nakrang,nakrang
oolong,oolong
their,deles
brainwave,onda cerebral
vis,vis
ruel,Ruel
they--they,eles - eles
kershaw,Kershaw
gloriana,gloriana
kegger,barril
hedvig,Hedvig
dammed,maldito
bozer,bozer
cheekbone,maçã do rosto
tashi,tashi
oakwood,Madeira de carvalho
jenson,Jenson
bathsheba,Bate-Seba
sapling,muda
hamstring,tendão da coxa
bluer,mais azul
montparnasse,Montparnasse
pricking,picada
proofread,revisar
sux,sucesso
methuselah,Matusalém
dyslexia,dislexia
plannin,planejando
streetlights,luzes da rua
gangotri,gangotri
dopes,droga
sharpie,afiado
escudos,escudos
father.,pai.
mara,Mara
kage,kage
panoramic,panorâmico
dark-skinned,pele escura
dahak,dahak
farmington,Farmington
82nd,82º
anteater,tamanduá
chipotle,chipotle
